will_end_trend_at_period_t+1_or_not,t_period_log_views_per_day_percentage_change,appeared_times
False,-4.540221324262078,12
False,-4.869770450980647,13
False,-4.995199309599558,14
False,-4.812704865484068,15
True,-4.929997171102955,16
False,-4.30046642596688,1
False,-4.605847922374589,2
False,-4.518941719227469,3
False,-4.897508069976066,4
False,-4.927418361979314,5
False,-5.005254992538257,6
False,-5.5474534981365,7
False,-6.331501849893691,8
False,-6.023124699835851,9
False,-5.900380717806839,10
False,-5.791889742166468,11
False,-6.031326080533113,12
False,-6.662334165244865,13
False,-6.44046795723063,14
True,-6.036597237215322,15
False,-6.370804837734519,1
False,-2.1571458740329708,2
False,-5.0516981198294,3
False,-3.0980571374346377,4
False,-0.2844168700470853,5
True,-6.598527691424202,6
False,-0.937783696016352,1
False,-0.5552245050032073,2
False,-0.7326589881911744,3
False,-1.9675939442935857,4
False,-2.8013418459324666,5
False,-2.8244606440396747,6
False,-3.2477572957692296,7
False,-2.91474889128336,8
False,-2.706883496401781,9
False,-2.9695410941052134,10
False,-3.6383955292944026,11
False,-4.759470067173911,12
False,-3.792524452514311,13
False,-3.7236501232384964,14
True,-4.137328409930197,15
False,-0.2602585574377283,1
False,-1.0412829695271337,2
False,-2.10888106225024,3
False,-1.7193908196671321,4
False,-2.132609517477178,5
False,-2.497857626688318,6
False,-2.5634909515837307,7
False,-3.5184749156731585,8
False,-3.467082015077831,9
False,-4.269730033796129,10
False,-4.600434661851935,11
False,-4.979654802619881,12
False,-5.006523258941965,13
False,-5.088563414594918,14
True,-5.300529945762159,15
False,0.8411710416797527,1
False,-0.5822405854050038,2
False,-1.9782908348962145,3
False,-2.942816701262755,4
False,-3.511829260387322,5
False,-3.9963553679930883,6
False,-4.173912880075536,7
False,-4.196090291759192,8
False,-4.275126367467215,9
False,-4.625194240288386,10
False,-5.464913792641833,11
False,-3.243731272566181,12
False,-5.684655929037827,13
False,-5.748541475134863,14
False,-5.874810439463688,15
True,-6.334109118509571,16
False,-2.1618867476778902,1
False,-2.442985540252434,2
False,-2.610990267857584,3
False,-2.7443937152013134,4
False,-2.9888081460146365,5
False,-3.112412708308114,6
False,-3.3670807483018095,7
False,-3.484942380216479,8
False,-3.567926724014277,9
False,-3.6048108842635984,10
False,-3.6623116683329258,11
False,-3.62884101218355,12
False,-3.734307914546486,13
False,-3.838454126814341,14
True,-3.9440629263027605,15
False,-1.4085391389618567,1
False,-1.4777273586977029,2
False,-2.309883421487019,3
False,-2.7180489103840775,4
False,-3.1795742927033603,5
False,-4.17703333861551,6
False,-6.085273973923918,7
False,-6.348273790538772,8
False,-6.718929538849444,9
False,-6.759357353620104,10
False,-7.122922274405109,11
False,-7.035759583250607,12
False,-6.93655558744489,13
False,-7.371979371185859,14
True,-7.531672490984325,15
True,-1.52603786947735,1
False,-2.622220380384481,1
False,-2.6233449922968015,2
False,-2.849498640133403,3
False,-2.8610304417410326,4
False,-3.1727575021390586,5
False,-3.2333466059101688,6
False,-3.3681694715426387,7
False,-3.133293998737647,8
False,-3.3556226178002144,9
False,-3.6885458563529956,10
False,-3.88645230744851,11
False,-4.083232161960593,12
False,-4.101278382041673,13
False,-4.098308826662667,14
True,-4.292410811577856,15
False,-6.768426382364012,1
False,-6.371892256631415,2
False,-5.166506788867027,3
False,-6.268473606305892,4
False,-7.043556820141199,5
False,-7.090949470792396,6
False,-8.19039401949071,7
False,-8.239461449817625,8
False,-8.345085957029255,9
True,-8.463106525512472,10
False,-2.752843993013669,1
False,-3.5938769724705173,2
False,-4.235699068034538,3
False,-4.59837176669673,4
False,-4.656636469214491,5
False,-4.537800458983152,6
False,-4.568711525161105,7
True,-5.0607050041139106,8
False,0.38221540441003604,1
False,-1.1577134208895703,2
False,-1.5087541252255785,3
False,-2.4285963304489946,4
False,-2.8227886978846604,5
False,-2.710567217969781,6
False,-3.235033991521908,7
False,-3.3929193871012386,8
False,-3.517631283479195,9
False,-3.219972306664202,10
False,-3.1926280321250595,11
False,-3.177604060044479,12
False,-3.2794300776762744,13
False,-3.895811873452697,14
True,-4.163131419980318,15
False,-0.41125094161275844,1
False,-1.4480707737760365,2
False,-2.2802324647053873,3
False,-2.893682754426308,4
False,-4.140292432516474,5
False,-5.983313253471625,6
False,-6.380414151871033,7
False,-6.463232683835204,8
False,-6.658444336887287,9
False,-6.716885069158997,10
False,-6.759671066535797,11
False,-6.886307663070129,12
False,-6.752461422613012,13
True,-6.614273221255103,14
False,-1.210554691188141,1
False,-1.455076239885308,2
False,-1.871273961377381,3
False,-2.223952226242034,4
False,-3.0552396447457677,5
False,-3.8657007019138896,6
False,-3.6751633156439283,7
False,-3.5597385438131477,8
False,-4.038427630332982,9
False,-4.533696594753194,10
False,-4.665428639749092,11
False,-4.785877031315571,12
False,-4.700075897973206,13
True,-4.673831595996696,14
False,-2.5012030730974746,1
False,-2.9340753640900523,2
False,-3.344443250169347,3
False,-3.7202240250974876,4
False,-3.8955311983523453,5
False,-3.986752020655842,6
False,-3.9490177932470045,7
False,-3.996145551031817,8
False,-4.022522194195138,9
False,-4.16627886172327,10
False,-4.218225029816788,11
False,-4.348820263391591,12
False,-4.378525013398739,13
True,-4.396508785411574,14
True,-4.225192668595317,1
False,-2.5603123524831917,1
False,-2.532429338711607,2
False,-2.446663099665561,3
False,-2.7627123536549325,4
False,-2.995732499454348,5
False,-3.1060535457562777,6
False,-3.28787953676355,7
False,-3.383488385758778,8
True,-3.350682266826145,9
False,-3.0859335160843204,1
False,-3.208812492634191,2
False,-3.3491867634581807,3
False,-3.603112301726452,4
False,-3.678087963800198,5
False,-3.948517784940044,6
False,-3.8883165495090837,7
False,-4.050836793421688,8
False,-4.008455068573171,9
True,-4.114187837484683,10
False,-0.9263329210549612,1
False,-1.832235168445964,2
False,-2.576807658739746,3
False,-2.8582033368672373,4
False,-3.348675498326776,5
False,-3.342707885000905,6
False,-3.607926497452749,7
False,-3.8973427316410896,8
False,-4.197478300178836,9
False,-4.355639614177229,10
False,-4.478809702690173,11
False,-4.41373929778453,12
False,-4.710519577582135,13
True,-4.7783212968967606,14
False,-0.5203706682018254,1
False,-1.4754203249610962,2
False,-2.1859431974421746,3
False,-2.605049857467204,4
False,-3.078001070821853,5
False,-3.21136512824142,6
False,-3.547425875034962,7
False,-3.694425348932705,8
False,-4.445444748657805,9
False,-4.974729596309848,10
False,-5.145447887877663,11
False,-5.247715202536055,12
False,-5.596843338884943,13
True,-5.933646846075298,14
False,-0.5291090879925137,1
False,-1.3521368453141323,2
False,-1.6977135726447965,3
False,-2.156823960763424,4
False,-2.5108606217847407,5
False,-2.7954851778502947,6
False,-2.892665147203602,7
False,-3.3713235978463336,8
False,-3.6369460057966223,9
False,-3.890799644077602,10
False,-4.121587543795466,11
False,-4.347527472925572,12
False,-4.571137691814312,13
True,-4.777331296248537,14
False,-0.8942352311261471,1
False,-1.5032624135793744,2
False,-2.2761765597510055,3
False,-2.789047199860375,4
False,-3.21828059436314,5
False,-3.398843444748915,6
False,-3.6069290327877237,7
False,-3.7571219614878957,8
False,-4.166233659471336,9
False,-4.421480444053015,10
False,-4.574937530384733,11
False,-4.758034531896616,12
False,-4.7579097987859225,13
True,-5.080051155137036,14
False,-0.9831860068615402,1
False,-1.907070716929864,2
False,-2.28338891245805,3
False,-3.0057967303452555,4
False,-3.6200617853944284,5
True,-3.6378994989318763,6
False,-1.0521480223903372,1
False,-1.7025197141366208,2
False,-1.986412560950787,3
True,-2.2684978569968033,4
False,-1.6337266597041455,1
False,-2.14156178281007,2
False,-2.3247275292976184,3
False,-2.6269411902840876,4
False,-3.0396978623133166,5
False,-3.1539609490893383,6
False,-3.398040389232079,7
False,-3.602809168803678,8
False,-3.8539704777444936,9
False,-3.9442472466337124,10
False,-4.0906007029116775,11
False,-4.205063935622935,12
False,-4.257629370021991,13
True,-4.407924312161711,14
False,-1.0286432027672674,1
False,-1.6954095970098477,2
False,-2.3892768957948833,3
False,-2.8287488220750805,4
False,-3.281360315967945,5
False,-3.54315066699798,6
False,-3.885744980898158,7
False,-4.090623241687289,8
False,-4.320978911518366,9
False,-4.302330448939249,10
False,-4.591128635600975,11
False,-4.7770767667971805,12
False,-4.820601282608958,13
True,-5.123863166795824,14
False,-1.6223478996601401,1
False,-2.4653357963964573,2
False,-2.836369295639458,3
False,-3.7616821322332266,4
False,-5.009168104884039,5
False,-4.576363507247854,6
False,-4.66731453904331,7
False,-5.035415613260966,8
False,-5.543088363183055,9
False,-6.148575127817754,10
False,-6.000136514092586,11
False,-6.286716112809288,12
True,-6.511718795648043,13
False,-1.76761491378875,1
False,-1.9458567116661372,2
False,-2.049058613811658,3
False,-2.1526621444556717,4
False,-2.115536849156372,5
False,-2.5201823933317846,6
False,-2.4982974779209743,7
False,-2.4968650803735173,8
False,-2.4724376588247208,9
False,-2.429858255023193,10
False,-2.6021605781169463,11
False,-2.906386042037241,12
True,-2.966511825331333,13
False,-2.200863027598823,1
False,-2.3883134550224425,2
False,-2.9467463972404064,3
False,-3.321894479951712,4
False,-3.5925048673232824,5
False,-3.412054747296141,6
False,-3.120033278672206,7
False,-3.0999362721382386,8
False,-3.5353639647658146,9
False,-3.7099942961526042,10
False,-3.259800983887233,11
False,-3.9712884569446563,12
True,-4.028280085201764,13
False,-2.5265638729606255,1
False,-2.7623194684262034,2
False,-3.0092055579883903,3
False,-3.3606729067195307,4
False,-3.778790354357061,5
False,-4.009274290444662,6
False,-3.84397319819251,7
False,-4.121987810416653,8
False,-3.8537766632410038,9
False,-4.048720128322366,10
False,-4.122089887946629,11
False,-4.0534260669972335,12
True,-4.216153101492529,13
False,-2.916425978257422,1
False,-3.5603089198711024,2
False,-4.149772900605147,3
False,-4.357812432105878,4
False,-4.757587531538985,5
False,-4.708422621091247,6
False,-4.5732926582993905,7
False,-4.644290559659375,8
False,-5.540170865999347,9
False,-6.646929660699739,10
False,-6.803790927946713,11
False,-6.871420556080051,12
True,-7.0903235158743705,13
False,-3.9434630017797097,1
False,-4.006813903980889,2
False,-4.050373877963484,3
False,-3.8467947274899803,4
False,-3.9170310022919232,5
False,-3.8537141701417816,6
False,-4.039054898655918,7
False,-4.175821692306439,8
False,-4.413260749608223,9
False,-4.357600520489452,10
False,-4.388724367808505,11
False,-4.477012143007245,12
True,-4.733650721150146,13
False,-5.192827976606895,1
False,-5.69342600073204,2
False,-5.950521916337807,3
False,-5.931558833481784,4
True,-6.11813249618714,5
False,0.3051946312835144,1
False,-1.3212641632010471,2
False,-2.116206245303103,3
False,-2.4314051897687396,4
False,-2.596587722467166,5
False,-3.113112781800506,6
False,-3.5452490632876827,7
False,-3.8612269151041207,8
False,-4.2068737700005325,9
False,-4.310272689993299,10
False,-4.522855477109734,11
True,-4.642660221746938,12
False,-1.5081729676128814,1
False,-2.284606294751913,2
False,-3.04959658741629,3
False,-3.4914415890786787,4
False,-4.061243611320973,5
False,-4.326055259414825,6
False,-4.640105004619926,7
False,-4.902456552899344,8
False,-4.9699366613452725,9
False,-4.955333614351421,10
True,-5.205637903029356,11
False,-1.4205022119382342,1
False,-1.9577182931191182,2
False,-3.033785863279373,3
False,-3.6913268123201726,4
False,-3.4152372604927925,5
True,-3.588041567022853,6
False,-1.4193011109797498,1
False,-2.1817555675771274,2
False,-2.548290971032628,3
False,-3.1730894916899897,4
False,-2.9559703250907954,5
False,-2.993424028686892,6
False,-3.3527599533276513,7
False,-3.6588244599817776,8
False,-4.020866639333624,9
False,-4.32971335650824,10
False,-4.4107528399921065,11
False,-4.419201816300966,12
True,-4.782446349056572,13
False,-1.9669730491761563,1
False,-2.1596727555329696,2
False,-2.2288711621800643,3
False,-2.307556804345585,4
False,-2.6634406781381097,5
False,-2.6806329237338176,6
False,-2.763693687906191,7
False,-2.9179503288180526,8
False,-3.0017021318390853,9
False,-3.1642289503603256,10
False,-3.365936135887531,11
False,-3.481491304082515,12
True,-3.5954975258677826,13
True,-1.9506304572176751,1
False,1.0491335810964182,1
False,-0.6276274957099321,2
False,-1.600620199463856,3
False,-2.349914534792737,4
False,-2.3430020316504723,5
False,-2.6983744360078066,6
False,-3.2653355425168025,7
False,-3.5316293939803924,8
False,-3.953611400066341,9
False,-4.041607845137185,10
False,-4.218632211397073,11
False,-4.264154309317006,12
False,-4.24436355952307,13
True,-4.46825123325021,14
False,-1.6957369851386423,1
True,-2.318885249998618,2
False,-1.4303400679960017,1
False,-1.7135487441039174,2
False,-1.6723456031247554,3
False,-1.5156217928146802,4
False,-2.0751838474018616,5
False,-2.0623802885098623,6
False,-2.3531265034360005,7
False,-2.436799679666675,8
False,-2.459279561387903,9
False,-2.5447705545284394,10
False,-2.647320820448595,11
False,-2.6250025673427455,12
True,-2.691524306628105,13
False,-1.547373211962617,1
False,-1.8354647722051425,2
False,-1.8990240006932182,3
False,-1.8949601297737653,4
True,-2.2780984200280296,5
False,-2.664909927496954,1
False,-3.036132102039932,2
False,-3.6727088301753827,3
False,-4.461075636115195,4
False,-4.3719158521192405,5
False,-4.614278512024573,6
True,-4.695573240628316,7
False,-2.584041503370434,1
False,-2.6753831718095857,2
False,-2.9567266934422767,3
False,-3.1421219025627702,4
False,-3.3055758171244003,5
False,-3.1461995196977464,6
False,-3.0614795100747263,7
False,-2.9827853134188835,8
False,-3.2333810613699296,9
False,-3.598191713209405,10
False,-3.8584299558234276,11
True,-3.7673302349389712,12
False,-0.724747959078202,1
False,-1.1349624666313496,2
False,-2.029086916655182,3
False,-2.5482491356986894,4
False,-2.8523290491571247,5
False,-2.6959861175110875,6
False,-3.275818242677396,7
False,-4.11747351785118,8
False,-4.653604389594195,9
False,-4.875451273541117,10
False,-5.028539262994819,11
True,-5.069318069924113,12
False,-4.6163352712350605,1
False,-4.67863774997003,2
False,-4.629103292804917,3
False,-4.857875585895611,4
False,-4.716224634698988,5
False,-4.854639035137427,6
False,-4.895231815384221,7
True,-4.958741984292079,8
False,-4.459737323814482,1
False,-4.9467763828376725,2
False,-5.296295483743525,3
False,-5.463050477209247,4
True,-5.303047776767516,5
False,-4.3277446137035,1
False,-4.63890042669459,2
True,-5.096547032888932,3
False,-0.3404881295172942,1
False,-1.324581418269302,2
False,-2.1155327161985604,3
False,-2.2351797738100254,4
False,-2.512851045437613,5
False,-2.678379537353901,6
False,-2.789906402663146,7
False,-2.8667385053551464,8
False,-3.0067327718369805,9
False,-3.147226539669857,10
False,-2.8831938488353983,11
False,-3.3589154080684773,12
False,-3.159213173720219,13
True,-3.4284422451255905,14
False,0.49527647861280777,1
False,-1.3245956739498614,2
False,-2.186481811412818,3
False,-2.151463329377284,4
False,-2.34291570959151,5
False,-2.5388933482697147,6
False,-2.7428018127361273,7
False,-3.0190974769326915,8
False,-3.2533514253676565,9
False,-3.5159887101534766,10
False,-3.6775982907539437,11
False,-3.8104962584032247,12
False,-3.718671549512324,13
False,-4.144704781864809,14
True,-4.053960420400006,15
False,-0.6278745105120246,1
False,-1.8726176581917897,2
False,-2.6363119317614605,3
False,-2.7592278734099125,4
False,-3.035252918353007,5
False,-3.2537743671813844,6
False,-3.5670161896466572,7
True,-3.8246771010024436,8
False,-0.583036622105564,1
False,-1.8226880414692923,2
False,-2.5243707877263044,3
False,-2.7423553297548535,4
False,-2.907848924980321,5
False,-2.9384122627677627,6
False,-3.1151406572770646,7
False,-3.187186044409635,8
False,-3.3463605006558157,9
False,-3.4925346739346335,10
False,-3.6163712859931674,11
True,-3.8740671590804507,12
False,-1.1752435442884348,1
False,-2.03564986652329,2
False,-2.326961425790931,3
False,-2.3522936382058517,4
False,-2.7985869544185236,5
False,-3.178772352440565,6
False,-3.4165138056955877,7
False,-3.599065389689563,8
False,-3.8702035036651656,9
False,-4.119365526331638,10
True,-4.259016749858082,11
False,-1.8599585223080797,1
False,-1.6725533505397856,2
False,-1.932211722558466,3
False,-2.60398974510809,4
False,-2.847590207257787,5
False,-2.949419683777824,6
False,-2.8926595927838603,7
False,-2.8633539935875016,8
False,-2.9217493984450393,9
False,-3.1120201169587323,10
False,-3.1846623577867366,11
True,-3.5507693598181533,12
False,-0.3226988456725056,1
False,-1.0614099875506724,2
False,-1.9530730770438796,3
False,-2.249170903654412,4
False,-1.9967827339394546,5
False,-2.439119106583983,6
False,-2.5865511082907164,7
False,-2.5955049309812006,8
False,-2.9451363393859658,9
False,-3.254145393913407,10
False,-3.4573249786421454,11
True,-3.7031231646606804,12
False,-0.3226988456725056,1
False,-1.0614099875506724,2
False,-1.9530730770438796,3
False,-2.249170903654412,4
False,-1.9967827339394546,5
False,-2.439119106583983,6
False,-2.5865511082907164,7
False,-2.5955049309812006,8
False,-2.9451363393859658,9
False,-3.254145393913407,10
False,-3.4573249786421454,11
True,-3.7031231646606804,12
False,-1.5722292891172558,1
False,-1.3549635457921025,2
False,-2.6111264363787283,3
False,-3.5729896283834646,4
False,-4.35174106643671,5
False,-5.3371339062839995,6
False,-5.488832531382779,7
False,-5.758525248662629,8
False,-5.932489375801722,9
False,-6.243793959313236,10
False,-6.524758556728813,11
True,-6.132019869905873,12
False,-0.08919811358248948,1
False,-1.4248744179609747,2
False,-1.870874562190591,3
False,-2.258549520255252,4
False,-2.502574317903424,5
False,-2.9115599844145925,6
False,-3.096161909763001,7
False,-3.3005020397275198,8
False,-3.445501753051301,9
False,-3.467809640720028,10
False,-3.7595468458131274,11
True,-3.579353769854277,12
False,-3.2696996654873627,1
False,-3.940653173772957,2
False,-4.058889303780804,3
False,-4.457502718155413,4
False,-3.9949112870469277,5
False,-4.9847530183138735,6
False,-5.516552762202104,7
False,-5.81437518014433,8
False,-5.820091060070139,9
True,-5.9703787159053325,10
False,-1.6822417255854134,1
False,-2.291494211514848,2
False,-2.4578029188688255,3
False,-3.0146355823666,4
False,-3.4823285794538896,5
False,-3.2702618873366944,6
False,-3.443091068546327,7
False,-3.861964521357397,8
False,-4.024265446598002,9
False,-3.7935856265454055,10
True,-3.79188288322096,11
False,-4.052435629607033,1
False,-4.19047462721523,2
False,-3.832053723215751,3
False,-3.0012979974905414,4
False,-3.534092300901946,5
False,-4.140724023775158,6
False,-4.266223881038332,7
False,-4.400351590104512,8
False,-4.658033526437742,9
True,-4.903840691671152,10
False,-2.8578293407989164,1
False,-3.418831751387263,2
False,-3.7459127874149445,3
False,-4.265352721460945,4
False,-4.658460856151189,5
False,-4.935678155136386,6
False,-5.074260476919028,7
False,-5.199685219418895,8
False,-5.2527134924421,9
True,-5.516543402552611,10
False,-1.7886169617978356,1
False,-3.0838692421020992,2
False,-3.767296952983288,3
False,-3.905339668181447,4
False,-4.0683530260127405,5
False,-3.9652307020575672,6
False,-3.8604429124149067,7
False,-3.8201607545044367,8
False,-3.7189581345339806,9
True,-3.5290045362384306,10
False,-3.7950576790987514,1
False,-4.168598661228372,2
False,-4.21338859059677,3
False,-4.206615534717393,4
False,-4.623653018082134,5
False,-4.897870156181277,6
False,-4.974055679856482,7
True,-5.17554395523456,8
False,-2.47091824595259,1
False,-2.9738350131367226,2
False,-2.918903573502334,3
False,-2.8905553065397696,4
False,-3.3538752643478507,5
False,-3.5331530522074353,6
True,-3.6499431482411824,7
False,-0.8879748951203414,1
False,-1.6752799896942734,2
False,-2.0991793578064506,3
False,-2.0643267092448463,4
False,-2.239246116436568,5
False,-2.432998232459334,6
False,-2.7382185656531424,7
False,-3.0643625767652933,8
False,-3.1230055172205766,9
False,-3.5415876081191198,10
False,-3.086726036714299,11
False,-3.5231893341507226,12
False,-3.679598516885991,13
True,-3.774364423998624,14
False,-2.1029020969339864,1
False,-2.5017018294054743,2
False,-2.895040580936288,3
False,-3.1990611553166306,4
False,-3.505834702728542,5
False,-3.806404583324453,6
False,-4.015015817624266,7
False,-4.243726424766334,8
False,-4.519483092927123,9
False,-4.598837607413796,10
False,-4.143238674775974,11
False,-4.484270217305114,12
True,-4.2685408612805125,13
False,-2.5684906421873555,1
False,-2.742906606370386,2
False,-3.108629997969384,3
False,-3.0537091704611745,4
False,-3.4162503424882242,5
False,-3.6296535940742345,6
False,-3.899531115953173,7
False,-4.0549257031618335,8
False,-4.279022322267715,9
False,-4.7809581171959765,10
False,-4.505305996279629,11
False,-4.782673277668531,12
False,-4.705223342322195,13
True,-4.578534662837732,14
False,-1.1156015610114576,1
False,-2.2365103875864523,2
False,-2.65085654836285,3
False,-3.0355298406567406,4
False,-3.5081101182500625,5
False,-3.6621805411669617,6
False,-3.750187645176608,7
False,-3.9244525637963754,8
False,-4.442293730565879,9
False,-4.785829922707036,10
False,-4.496761859911999,11
False,-4.843680735757306,12
True,-4.997227200214033,13
False,-1.7452444461417833,1
False,-2.5202306557729166,2
False,-2.882090419606207,3
False,-3.321228226965183,4
False,-3.991260756811928,5
False,-4.3238835124831745,6
False,-4.436074693777938,7
False,-4.558375319045164,8
False,-4.981216791384428,9
False,-5.5266656449592215,10
False,-6.025731091387416,11
False,-6.138026815197228,12
True,-6.235210601200262,13
False,-1.2851909897761395,1
False,-1.6907443640794895,2
False,-2.3747289327904926,3
False,-2.8690282098363245,4
False,-3.1340705450985067,5
False,-3.4423961272724353,6
False,-3.5515093567159712,7
False,-3.5959113044083244,8
False,-3.872395379187464,9
False,-4.451341572258234,10
False,-4.8514757917965285,11
False,-4.99339621017686,12
False,-4.962102429976256,13
True,-5.163554288428831,14
False,-1.988725706013766,1
False,-2.2979232884624494,2
False,-2.69566601651953,3
False,-3.001407365533455,4
False,-3.1695814968145752,5
False,-3.3637480305635274,6
False,-3.5839458282312595,7
False,-3.7289680318309157,8
False,-3.889861503355657,9
False,-4.161305902764482,10
False,-3.544214758329065,11
False,-3.9471195940714625,12
False,-4.232437252616013,13
True,-4.4005292041512085,14
True,-1.689787733945529,1
False,-1.4856929210461316,1
False,-1.9140978292481738,2
False,-2.4253170540179325,3
False,-2.8980692003145894,4
False,-3.3563865158500223,5
False,-3.641260731483487,6
False,-3.547834485286513,7
False,-3.6614981649846006,8
False,-4.087005400952649,9
False,-4.400737728789138,10
False,-4.384671221875383,11
False,-4.6175344580098,12
False,-4.276706245011687,13
True,-4.6352757750050815,14
False,-1.2704803361162862,1
False,-1.656529370006769,2
False,-2.42843928093425,3
False,-3.153435369017812,4
False,-3.5992427156207163,5
False,-3.948943960503799,6
False,-4.518763281632572,7
False,-4.558336177861436,8
False,-4.778487341664832,9
False,-5.50491092604183,10
False,-5.435536824741299,11
False,-5.713236340228469,12
False,-4.752422231536138,13
True,-5.6376801583286325,14
False,-1.6972472860246266,1
False,-2.0287088221656253,2
False,-2.567059683187345,3
False,-3.0952175670523663,4
False,-3.477653041911922,5
True,-3.647015209185413,6
False,-1.27940003130211,1
False,-1.7657597966599816,2
True,-2.2247794645251955,3
False,-2.601375381358553,1
False,-2.872420807630837,2
False,-3.0586683975847144,3
False,-3.5785553732658237,4
False,-3.0818438674377515,5
False,-3.222217628806251,6
False,-3.748747592767585,7
False,-4.202449909453919,8
False,-4.625431731883445,9
False,-5.042494555759694,10
False,-5.051485732136198,11
False,-5.537291932704452,12
True,-5.490199890653218,13
False,-1.0343379251954299,1
False,-1.633981840625959,2
False,-2.0066947466117955,3
False,-2.1570233529601497,4
False,-2.4737492364590015,5
False,-2.8349880088430806,6
False,-3.0930547709435734,7
False,-3.29150287513566,8
False,-3.238549514284128,9
False,-3.3406770939732815,10
False,-2.9054357144010097,11
False,-3.2827335471898813,12
False,-3.3440872153398504,13
True,-3.374301562854724,14
False,-1.6254365123620342,1
False,-1.96707988091391,2
False,-2.4495910264423544,3
False,-3.042121161710933,4
False,-3.6446338969976346,5
False,-3.9337519712430926,6
False,-3.9955722303766525,7
False,-3.8644107409152237,8
False,-4.801148708444269,9
False,-4.899320235215399,10
False,-4.91408222510795,11
True,-5.184607069975177,12
False,-0.9500813845826113,1
True,-1.5811158739327555,2
False,-0.5512602512874909,1
False,-1.2752397523317618,2
False,-1.7163246230561024,3
False,-2.294010745105549,4
False,-2.7450930428865234,5
False,-2.7593064577668356,6
False,-2.894350542985928,7
False,-4.311513591613814,8
False,-4.654063490789867,9
False,-5.1170747729184685,10
False,-5.063632603197868,11
False,-5.255436459866851,12
True,-5.107401608122196,13
False,-2.1669563568871966,1
False,-2.229102063325763,2
False,-2.763050321331251,3
False,-3.247946423664618,4
False,-3.5842126783166566,5
False,-4.036892709152032,6
False,-4.372512567171694,7
False,-4.213513444075156,8
False,-4.615603712013187,9
False,-5.119831432145425,10
False,-5.415425960983584,11
True,-5.472548073136837,12
False,-1.8210965862174113,1
False,-2.1214006521217392,2
False,-2.4009671922040736,3
False,-2.827811631464013,4
False,-3.200208460253323,5
False,-3.451661471293027,6
False,-3.5831343336328203,7
False,-4.492493517371363,8
False,-4.745655034831245,9
False,-5.234504265289939,10
True,-5.572515269678145,11
False,-2.91501317692039,1
False,-3.015983502578134,2
False,-3.2425036991299514,3
False,-3.563032503416778,4
False,-3.962105401656023,5
False,-4.2982609727898895,6
False,-4.540658387846024,7
True,-4.3264862345943405,8
False,-2.6156004425186805,1
False,-2.6977365274789364,2
False,-2.9070373629917703,3
False,-3.4566810136345647,4
False,-3.933748014588633,5
False,-4.218664122260935,6
False,-4.4552725719884325,7
True,-4.4888271259495625,8
False,-1.9018826689099746,1
False,-2.1106781784149593,2
False,-2.2879944741057714,3
False,-2.474921373705907,4
False,-2.7035546630656744,5
False,-2.807941944428172,6
False,-2.999125774627104,7
False,-3.1462278944293476,8
False,-3.153851644462779,9
False,-3.2674301165162305,10
True,-3.053026835013131,11
False,-1.13341265076215,1
False,-1.470304185763728,2
False,-2.0216435371561072,3
False,-2.431170820238514,4
False,-2.617722926149174,5
False,-2.6473947372072133,6
False,-2.764929176469258,7
False,-2.9390374081631547,8
False,-2.9561898820504013,9
True,-3.1917745467494236,10
False,-3.650804947858109,1
False,-3.6152463248095423,2
False,-4.737851436642559,3
False,-5.861767171254299,4
False,-6.227514831654927,5
False,-6.43712660236398,6
False,-5.885045270101914,7
False,-6.4239074219156285,8
False,-6.491618524034346,9
True,-6.727729514159285,10
False,-3.3791776911081604,1
False,-3.3810245779301225,2
False,-3.6814720526547555,3
False,-3.9270289870534762,4
False,-4.213879292228865,5
False,-4.228839121609618,6
False,-4.276884707237828,7
False,-4.378540074915824,8
False,-4.484740469140785,9
True,-4.972458022239691,10
False,-3.518408438584046,1
False,-2.7963858792073006,2
False,-2.710692210565049,3
False,-2.7352255386452162,4
False,-2.636273261674314,5
False,-2.8214183053736823,6
False,-3.396335526439602,7
False,-3.9597997400716163,8
True,-4.2890709769430275,9
False,-0.7422731727811002,1
False,-1.5103121831037236,2
False,-2.090280639684339,3
False,-2.5185491292749327,4
False,-2.8234676204768805,5
False,-3.1514657434538753,6
False,-3.380628923485498,7
False,-4.500011217209468,8
False,-5.357614489875982,9
False,-5.302585837093966,10
False,-5.4759956698746866,11
False,-5.272075366873894,12
True,-5.534106072472279,13
False,-1.6763411373739272,1
False,-2.3577464968988364,2
False,-2.478833890085095,3
False,-2.6626463708885146,4
False,-2.7457732940270683,5
False,-2.9756074312408733,6
False,-3.261164337278797,7
False,-3.436734355224683,8
False,-3.7565920024482806,9
False,-3.4899965099328587,10
True,-3.8418614801925295,11
False,-2.5238372986296547,1
False,-2.843533452744485,2
False,-2.796150034993693,3
False,-2.8180465330019984,4
False,-2.893442859548637,5
False,-3.1609629386247153,6
False,-3.4293763602312644,7
False,-3.6037766140890914,8
True,-3.7591778252518573,9
True,-3.958234280277483,1
False,-3.8950236617531533,1
False,-3.838296821959027,2
False,-3.9812674176031297,3
False,-4.192374352079067,4
True,-4.278467614257022,5
False,0.4530396036270821,1
False,-1.2025621839657987,2
False,-2.0350194915131743,3
False,-2.297236687230073,4
False,-2.503129914934999,5
False,-2.835691317805265,6
True,-3.176901961383565,7
False,-1.5544599354277788,1
False,-2.6968324661111738,2
False,-3.1267594685553686,3
